image_name,class_name,block_index,hex_color,r,g,b,coords,delta
251015_020247_0000434147_CAM1_OK_bmp.rf.61b9442193e145039dac13f3b7a98360.jpg,qblock,2,#585858,88,88,88,"(645, 59, 662, 68)",10.392304845413264
251015_020247_0000434147_CAM1_OK_bmp.rf.61b9442193e145039dac13f3b7a98360.jpg,qblock,3,#4b4b4b,75,75,75,"(265, 62, 281, 70)",12.12435565298214
251015_020247_0000434147_CAM1_OK_bmp.rf.61b9442193e145039dac13f3b7a98360.jpg,qblock,4,#404040,64,64,64,"(77, 289, 93, 298)",31.176914536239792
251015_020247_0000434147_CAM1_OK_bmp.rf.61b9442193e145039dac13f3b7a98360.jpg,qblock,5,#4c4c4c,76,76,76,"(550, 60, 566, 68)",10.392304845413264
251015_020247_0000434147_CAM1_OK_bmp.rf.61b9442193e145039dac13f3b7a98360.jpg,qblock,6,#545454,84,84,84,"(171, 62, 186, 71)",3.4641016151377544
251015_020247_0000434147_CAM1_OK_bmp.rf.61b9442193e145039dac13f3b7a98360.jpg,qblock,7,#515151,81,81,81,"(361, 288, 377, 297)",1.7320508075688772
251015_020247_0000434147_CAM1_OK_bmp.rf.61b9442193e145039dac13f3b7a98360.jpg,qblock,8,#484848,72,72,72,"(78, 63, 92, 72)",17.320508075688775
251015_020247_0000434147_CAM1_OK_bmp.rf.61b9442193e145039dac13f3b7a98360.jpg,qblock,9,#5d5d5d,93,93,93,"(646, 286, 662, 295)",19.05255888325765
251015_020247_0000434147_CAM1_OK_bmp.rf.61b9442193e145039dac13f3b7a98360.jpg,qblock,11,#555555,85,85,85,"(551, 287, 568, 296)",5.196152422706632
251015_020247_0000434147_CAM1_OK_bmp.rf.61b9442193e145039dac13f3b7a98360.jpg,qblock,14,#4c4c4c,76,76,76,"(456, 288, 472, 296)",10.392304845413264
251015_020247_0000434147_CAM1_OK_bmp.rf.61b9442193e145039dac13f3b7a98360.jpg,qblock,15,#565656,86,86,86,"(455, 60, 471, 69)",6.928203230275509
251015_020247_0000434147_CAM1_OK_bmp.rf.61b9442193e145039dac13f3b7a98360.jpg,qblock,18,#4e4e4e,78,78,78,"(360, 61, 376, 69)",6.928203230275509
251010_125626_0000080734_CAM1_NG_bmp.rf.c5044ec7982ee5beccc0cf361c8407ba.jpg,qblock,0,#4b4b4b,75,75,75,"(649, 322, 665, 330)",12.12435565298214
251010_125626_0000080734_CAM1_NG_bmp.rf.c5044ec7982ee5beccc0cf361c8407ba.jpg,qblock,2,#4e4e4e,78,78,78,"(269, 324, 285, 332)",6.928203230275509
251010_125626_0000080734_CAM1_NG_bmp.rf.c5044ec7982ee5beccc0cf361c8407ba.jpg,qblock,3,#595959,89,89,89,"(173, 98, 189, 107)",12.12435565298214
251010_125626_0000080734_CAM1_NG_bmp.rf.c5044ec7982ee5beccc0cf361c8407ba.jpg,qblock,4,#5f5f5f,95,95,95,"(267, 97, 283, 106)",22.516660498395403
251010_125626_0000080734_CAM1_NG_bmp.rf.c5044ec7982ee5beccc0cf361c8407ba.jpg,qblock,6,#505050,80,80,80,"(459, 323, 475, 331)",3.4641016151377544
251010_125626_0000080734_CAM1_NG_bmp.rf.c5044ec7982ee5beccc0cf361c8407ba.jpg,qblock,7,#454545,69,69,69,"(364, 324, 379, 332)",22.516660498395403
251010_125626_0000080734_CAM1_NG_bmp.rf.c5044ec7982ee5beccc0cf361c8407ba.jpg,qblock,8,#545454,84,84,84,"(362, 97, 378, 105)",3.4641016151377544
251010_125626_0000080734_CAM1_NG_bmp.rf.c5044ec7982ee5beccc0cf361c8407ba.jpg,qblock,10,#464646,70,70,70,"(79, 99, 95, 108)",20.784609690826528
251010_125626_0000080734_CAM1_NG_bmp.rf.c5044ec7982ee5beccc0cf361c8407ba.jpg,qblock,11,#545454,84,84,84,"(554, 322, 570, 331)",3.4641016151377544
251010_125626_0000080734_CAM1_NG_bmp.rf.c5044ec7982ee5beccc0cf361c8407ba.jpg,qblock,12,#434343,67,67,67,"(81, 324, 96, 333)",25.98076211353316
251010_125626_0000080734_CAM1_NG_bmp.rf.c5044ec7982ee5beccc0cf361c8407ba.jpg,qblock,18,#535353,83,83,83,"(174, 324, 190, 332)",1.7320508075688772
251010_125626_0000080734_CAM1_NG_bmp.rf.c5044ec7982ee5beccc0cf361c8407ba.jpg,qblock,19,#4d4d4d,77,77,77,"(648, 95, 663, 103)",8.660254037844387
251010_125626_0000080734_CAM1_NG_bmp.rf.c5044ec7982ee5beccc0cf361c8407ba.jpg,qblock,20,#585858,88,88,88,"(458, 96, 474, 104)",10.392304845413264
251107_232342_0000097764_CAM1_NG_bmp.rf.26a562fd2896d1db5886e234874d13dc.jpg,incorrect qblock,0,#afafaf,175,175,175,"(266, 170, 281, 177)",161.0807251039056
251107_232342_0000097764_CAM1_NG_bmp.rf.26a562fd2896d1db5886e234874d13dc.jpg,incorrect qblock,1,#aeaeae,174,174,174,"(172, 170, 187, 178)",159.34867429633672
251107_232342_0000097764_CAM1_NG_bmp.rf.26a562fd2896d1db5886e234874d13dc.jpg,incorrect qblock,2,#b8b8b8,184,184,184,"(646, 167, 661, 175)",176.6691823720255
251107_232342_0000097764_CAM1_NG_bmp.rf.26a562fd2896d1db5886e234874d13dc.jpg,incorrect qblock,3,#a5a5a5,165,165,165,"(77, 171, 93, 179)",143.76021702821683
251107_232342_0000097764_CAM1_NG_bmp.rf.26a562fd2896d1db5886e234874d13dc.jpg,incorrect qblock,4,#c1c1c1,193,193,193,"(456, 168, 472, 176)",192.25763964014538
251107_232342_0000097764_CAM1_NG_bmp.rf.26a562fd2896d1db5886e234874d13dc.jpg,incorrect qblock,5,#b8b8b8,184,184,184,"(361, 169, 376, 177)",176.6691823720255
251107_232342_0000097764_CAM1_NG_bmp.rf.26a562fd2896d1db5886e234874d13dc.jpg,incorrect qblock,6,#c1c1c1,193,193,193,"(346, 131, 359, 136)",192.25763964014538
251107_232342_0000097764_CAM1_NG_bmp.rf.26a562fd2896d1db5886e234874d13dc.jpg,incorrect qblock,7,#b9b9b9,185,185,185,"(251, 132, 264, 137)",178.40123317959436
251107_232342_0000097764_CAM1_NG_bmp.rf.26a562fd2896d1db5886e234874d13dc.jpg,incorrect qblock,8,#adadad,173,173,173,"(157, 133, 169, 138)",157.61662348876783
251107_232342_0000097764_CAM1_NG_bmp.rf.26a562fd2896d1db5886e234874d13dc.jpg,incorrect qblock,9,#c2c2c2,194,194,194,"(551, 167, 568, 176)",193.98969044771425
251107_232342_0000097764_CAM1_NG_bmp.rf.26a562fd2896d1db5886e234874d13dc.jpg,incorrect qblock,10,#bdbdbd,189,189,189,"(442, 131, 454, 136)",185.32943640986986
251107_232342_0000097764_CAM1_NG_bmp.rf.26a562fd2896d1db5886e234874d13dc.jpg,incorrect qblock,11,#c4c4c4,196,196,196,"(536, 130, 549, 135)",197.45379206285202
251010_070235_0000043622_CAM1_NG_bmp.rf.66266a433650b7311f273fdbd3d796f7.jpg,qblock,0,#454545,69,69,69,"(554, 62, 570, 70)",22.516660498395403
251010_070235_0000043622_CAM1_NG_bmp.rf.66266a433650b7311f273fdbd3d796f7.jpg,qblock,1,#4c4c4c,76,76,76,"(268, 64, 285, 72)",10.392304845413264
251010_070235_0000043622_CAM1_NG_bmp.rf.66266a433650b7311f273fdbd3d796f7.jpg,qblock,2,#4e4e4e,78,78,78,"(363, 63, 379, 71)",6.928203230275509
251010_070235_0000043622_CAM1_NG_bmp.rf.66266a433650b7311f273fdbd3d796f7.jpg,qblock,3,#4d4d4d,77,77,77,"(175, 291, 192, 299)",8.660254037844387
251010_070235_0000043622_CAM1_NG_bmp.rf.66266a433650b7311f273fdbd3d796f7.jpg,qblock,4,#4e4e4e,78,78,78,"(649, 61, 665, 70)",6.928203230275509
251010_070235_0000043622_CAM1_NG_bmp.rf.66266a433650b7311f273fdbd3d796f7.jpg,qblock,5,#525252,82,82,82,"(555, 289, 572, 298)",0.0
251010_070235_0000043622_CAM1_NG_bmp.rf.66266a433650b7311f273fdbd3d796f7.jpg,qblock,6,#555555,85,85,85,"(364, 290, 381, 299)",5.196152422706632
251010_070235_0000043622_CAM1_NG_bmp.rf.66266a433650b7311f273fdbd3d796f7.jpg,qblock,8,#575757,87,87,87,"(458, 62, 475, 71)",8.660254037844387
251010_070235_0000043622_CAM1_NG_bmp.rf.66266a433650b7311f273fdbd3d796f7.jpg,qblock,9,#464646,70,70,70,"(460, 290, 476, 298)",20.784609690826528
251010_070235_0000043622_CAM1_NG_bmp.rf.66266a433650b7311f273fdbd3d796f7.jpg,qblock,10,#4e4e4e,78,78,78,"(269, 291, 286, 299)",6.928203230275509
251010_070235_0000043622_CAM1_NG_bmp.rf.66266a433650b7311f273fdbd3d796f7.jpg,qblock,11,#454545,69,69,69,"(650, 289, 666, 297)",22.516660498395403
251010_070235_0000043622_CAM1_NG_bmp.rf.66266a433650b7311f273fdbd3d796f7.jpg,qblock,21,#545454,84,84,84,"(174, 64, 190, 73)",3.4641016151377544
251010_070220_0000043571_CAM1_NG_bmp.rf.bbb63162b83f56b9e44149c6afce8ec1.jpg,qblock,0,#535353,83,83,83,"(648, 62, 665, 71)",1.7320508075688772
251010_070220_0000043571_CAM1_NG_bmp.rf.bbb63162b83f56b9e44149c6afce8ec1.jpg,qblock,1,#535353,83,83,83,"(554, 62, 570, 71)",1.7320508075688772
251010_070220_0000043571_CAM1_NG_bmp.rf.bbb63162b83f56b9e44149c6afce8ec1.jpg,qblock,2,#595959,89,89,89,"(363, 63, 379, 72)",12.12435565298214
251010_070220_0000043571_CAM1_NG_bmp.rf.bbb63162b83f56b9e44149c6afce8ec1.jpg,qblock,3,#535353,83,83,83,"(175, 290, 192, 299)",1.7320508075688772
251010_070220_0000043571_CAM1_NG_bmp.rf.bbb63162b83f56b9e44149c6afce8ec1.jpg,qblock,4,#4c4c4c,76,76,76,"(364, 290, 381, 298)",10.392304845413264
251010_070220_0000043571_CAM1_NG_bmp.rf.bbb63162b83f56b9e44149c6afce8ec1.jpg,qblock,5,#4e4e4e,78,78,78,"(650, 288, 666, 296)",6.928203230275509
251010_070220_0000043571_CAM1_NG_bmp.rf.bbb63162b83f56b9e44149c6afce8ec1.jpg,qblock,6,#484848,72,72,72,"(555, 289, 572, 297)",17.320508075688775
251010_070220_0000043571_CAM1_NG_bmp.rf.bbb63162b83f56b9e44149c6afce8ec1.jpg,qblock,8,#545454,84,84,84,"(269, 290, 286, 299)",3.4641016151377544
251010_070220_0000043571_CAM1_NG_bmp.rf.bbb63162b83f56b9e44149c6afce8ec1.jpg,qblock,9,#515151,81,81,81,"(458, 63, 475, 71)",1.7320508075688772
251010_070220_0000043571_CAM1_NG_bmp.rf.bbb63162b83f56b9e44149c6afce8ec1.jpg,qblock,10,#4c4c4c,76,76,76,"(460, 289, 476, 298)",10.392304845413264
251010_070220_0000043571_CAM1_NG_bmp.rf.bbb63162b83f56b9e44149c6afce8ec1.jpg,qblock,12,#565656,86,86,86,"(268, 64, 284, 73)",6.928203230275509
251010_070220_0000043571_CAM1_NG_bmp.rf.bbb63162b83f56b9e44149c6afce8ec1.jpg,qblock,22,#575757,87,87,87,"(173, 65, 190, 74)",8.660254037844387
251107_232041_0000097165_CAM1_NG_bmp.rf.d812e1056224109481465630875c104e.jpg,incorrect qblock,0,#b3b3b3,179,179,179,"(266, 170, 281, 178)",168.0089283341811
251107_232041_0000097165_CAM1_NG_bmp.rf.d812e1056224109481465630875c104e.jpg,incorrect qblock,1,#b2b2b2,178,178,178,"(172, 170, 187, 178)",166.27687752661222
251107_232041_0000097165_CAM1_NG_bmp.rf.d812e1056224109481465630875c104e.jpg,incorrect qblock,2,#bcbcbc,188,188,188,"(646, 166, 662, 175)",183.597385602301
251107_232041_0000097165_CAM1_NG_bmp.rf.d812e1056224109481465630875c104e.jpg,incorrect qblock,3,#9f9f9f,159,159,159,"(77, 171, 93, 179)",133.36791218280356
251107_232041_0000097165_CAM1_NG_bmp.rf.d812e1056224109481465630875c104e.jpg,incorrect qblock,4,#bdbdbd,189,189,189,"(361, 169, 376, 177)",185.32943640986986
251107_232041_0000097165_CAM1_NG_bmp.rf.d812e1056224109481465630875c104e.jpg,incorrect qblock,5,#b5b5b5,181,181,181,"(346, 132, 359, 136)",171.47302994931886
251107_232041_0000097165_CAM1_NG_bmp.rf.d812e1056224109481465630875c104e.jpg,incorrect qblock,6,#c5c5c5,197,197,197,"(456, 168, 472, 176)",199.18584287042088
251107_232041_0000097165_CAM1_NG_bmp.rf.d812e1056224109481465630875c104e.jpg,incorrect qblock,7,#adadad,173,173,173,"(157, 133, 169, 138)",157.61662348876783
251107_232041_0000097165_CAM1_NG_bmp.rf.d812e1056224109481465630875c104e.jpg,incorrect qblock,8,#c4c4c4,196,196,196,"(551, 167, 568, 176)",197.45379206285202
251107_232041_0000097165_CAM1_NG_bmp.rf.d812e1056224109481465630875c104e.jpg,incorrect qblock,9,#b2b2b2,178,178,178,"(252, 132, 264, 137)",166.27687752661222
251107_232041_0000097165_CAM1_NG_bmp.rf.d812e1056224109481465630875c104e.jpg,incorrect qblock,10,#bdbdbd,189,189,189,"(537, 130, 549, 135)",185.32943640986986
251107_232041_0000097165_CAM1_NG_bmp.rf.d812e1056224109481465630875c104e.jpg,incorrect qblock,11,#bdbdbd,189,189,189,"(442, 131, 454, 136)",185.32943640986986
251107_232306_0000097645_CAM1_NG_bmp.rf.e8bdcbf23d7ffec7093ddef58b464c03.jpg,incorrect qblock,0,#b3b3b3,179,179,179,"(266, 170, 281, 178)",168.0089283341811
251107_232306_0000097645_CAM1_NG_bmp.rf.e8bdcbf23d7ffec7093ddef58b464c03.jpg,incorrect qblock,1,#afafaf,175,175,175,"(172, 171, 187, 179)",161.0807251039056
251107_232306_0000097645_CAM1_NG_bmp.rf.e8bdcbf23d7ffec7093ddef58b464c03.jpg,incorrect qblock,2,#b5b5b5,181,181,181,"(646, 167, 661, 175)",171.47302994931886
251107_232306_0000097645_CAM1_NG_bmp.rf.e8bdcbf23d7ffec7093ddef58b464c03.jpg,incorrect qblock,3,#acacac,172,172,172,"(78, 171, 93, 179)",155.88457268119896
251107_232306_0000097645_CAM1_NG_bmp.rf.e8bdcbf23d7ffec7093ddef58b464c03.jpg,incorrect qblock,4,#b6b6b6,182,182,182,"(361, 170, 376, 177)",173.20508075688772
251107_232306_0000097645_CAM1_NG_bmp.rf.e8bdcbf23d7ffec7093ddef58b464c03.jpg,incorrect qblock,5,#b8b8b8,184,184,184,"(346, 132, 358, 136)",176.6691823720255
251107_232306_0000097645_CAM1_NG_bmp.rf.e8bdcbf23d7ffec7093ddef58b464c03.jpg,incorrect qblock,6,#c0c0c0,192,192,192,"(456, 169, 472, 177)",190.5255888325765
251107_232306_0000097645_CAM1_NG_bmp.rf.e8bdcbf23d7ffec7093ddef58b464c03.jpg,incorrect qblock,7,#bdbdbd,189,189,189,"(551, 168, 568, 176)",185.32943640986986
251107_232306_0000097645_CAM1_NG_bmp.rf.e8bdcbf23d7ffec7093ddef58b464c03.jpg,incorrect qblock,8,#b4b4b4,180,180,180,"(252, 132, 264, 137)",169.74097914175
251107_232306_0000097645_CAM1_NG_bmp.rf.e8bdcbf23d7ffec7093ddef58b464c03.jpg,incorrect qblock,9,#acacac,172,172,172,"(157, 133, 169, 138)",155.88457268119896
251107_232306_0000097645_CAM1_NG_bmp.rf.e8bdcbf23d7ffec7093ddef58b464c03.jpg,incorrect qblock,10,#bdbdbd,189,189,189,"(442, 131, 454, 136)",185.32943640986986
251107_232306_0000097645_CAM1_NG_bmp.rf.e8bdcbf23d7ffec7093ddef58b464c03.jpg,incorrect qblock,11,#c4c4c4,196,196,196,"(536, 130, 549, 136)",197.45379206285202
251107_232306_0000097645_CAM1_NG_bmp.rf.e8bdcbf23d7ffec7093ddef58b464c03.jpg,incorrect qblock,12,#adadad,173,173,173,"(632, 130, 644, 135)",157.61662348876783
251107_232044_0000097173_CAM1_NG_bmp.rf.b8950a01826e83c85d9833cc49a77676.jpg,incorrect qblock,0,#b9b9b9,185,185,185,"(266, 170, 281, 178)",178.40123317959436
251107_232044_0000097173_CAM1_NG_bmp.rf.b8950a01826e83c85d9833cc49a77676.jpg,incorrect qblock,1,#b0b0b0,176,176,176,"(172, 171, 187, 179)",162.81277591147446
251107_232044_0000097173_CAM1_NG_bmp.rf.b8950a01826e83c85d9833cc49a77676.jpg,incorrect qblock,2,#b7b7b7,183,183,183,"(361, 170, 376, 178)",174.9371315644566
251107_232044_0000097173_CAM1_NG_bmp.rf.b8950a01826e83c85d9833cc49a77676.jpg,incorrect qblock,3,#bfbfbf,191,191,191,"(456, 169, 472, 177)",188.79353802500762
251107_232044_0000097173_CAM1_NG_bmp.rf.b8950a01826e83c85d9833cc49a77676.jpg,incorrect qblock,4,#b2b2b2,178,178,178,"(646, 168, 662, 176)",166.27687752661222
251107_232044_0000097173_CAM1_NG_bmp.rf.b8950a01826e83c85d9833cc49a77676.jpg,incorrect qblock,5,#bbbbbb,187,187,187,"(346, 132, 358, 137)",181.86533479473212
251107_232044_0000097173_CAM1_NG_bmp.rf.b8950a01826e83c85d9833cc49a77676.jpg,incorrect qblock,6,#c0c0c0,192,192,192,"(551, 168, 568, 177)",190.5255888325765
251107_232044_0000097173_CAM1_NG_bmp.rf.b8950a01826e83c85d9833cc49a77676.jpg,incorrect qblock,7,#a0a0a0,160,160,160,"(77, 172, 93, 180)",135.09996299037243
251107_232044_0000097173_CAM1_NG_bmp.rf.b8950a01826e83c85d9833cc49a77676.jpg,incorrect qblock,8,#b0b0b0,176,176,176,"(252, 133, 264, 137)",162.81277591147446
251107_232044_0000097173_CAM1_NG_bmp.rf.b8950a01826e83c85d9833cc49a77676.jpg,incorrect qblock,9,#bfbfbf,191,191,191,"(536, 131, 549, 136)",188.79353802500762
251107_232044_0000097173_CAM1_NG_bmp.rf.b8950a01826e83c85d9833cc49a77676.jpg,incorrect qblock,10,#c5c5c5,197,197,197,"(442, 131, 454, 136)",199.18584287042088
251107_232044_0000097173_CAM1_NG_bmp.rf.b8950a01826e83c85d9833cc49a77676.jpg,incorrect qblock,11,#adadad,173,173,173,"(157, 134, 169, 138)",157.61662348876783
251107_232044_0000097173_CAM1_NG_bmp.rf.b8950a01826e83c85d9833cc49a77676.jpg,incorrect qblock,12,#b3b3b3,179,179,179,"(632, 130, 644, 135)",168.0089283341811
251107_232044_0000097173_CAM1_NG_bmp.rf.b8950a01826e83c85d9833cc49a77676.jpg,incorrect qblock,13,#b7b7b7,183,183,183,"(159, 360, 171, 366)",174.9371315644566
251107_232044_0000097173_CAM1_NG_bmp.rf.b8950a01826e83c85d9833cc49a77676.jpg,incorrect qblock,14,#bfbfbf,191,191,191,"(348, 360, 361, 365)",188.79353802500762
251107_232103_0000097235_CAM1_NG_bmp.rf.2247ce984c2c55c5dd109c09b50b7e09.jpg,incorrect qblock,0,#b9b9b9,185,185,185,"(266, 170, 281, 178)",178.40123317959436
251107_232103_0000097235_CAM1_NG_bmp.rf.2247ce984c2c55c5dd109c09b50b7e09.jpg,incorrect qblock,1,#b4b4b4,180,180,180,"(172, 170, 187, 179)",169.74097914175
251107_232103_0000097235_CAM1_NG_bmp.rf.2247ce984c2c55c5dd109c09b50b7e09.jpg,incorrect qblock,2,#b6b6b6,182,182,182,"(646, 167, 661, 175)",173.20508075688772
251107_232103_0000097235_CAM1_NG_bmp.rf.2247ce984c2c55c5dd109c09b50b7e09.jpg,incorrect qblock,3,#a7a7a7,167,167,167,"(77, 171, 93, 179)",147.22431864335456
251107_232103_0000097235_CAM1_NG_bmp.rf.2247ce984c2c55c5dd109c09b50b7e09.jpg,incorrect qblock,4,#c1c1c1,193,193,193,"(361, 169, 376, 177)",192.25763964014538
251107_232103_0000097235_CAM1_NG_bmp.rf.2247ce984c2c55c5dd109c09b50b7e09.jpg,incorrect qblock,5,#c9c9c9,201,201,201,"(456, 168, 472, 176)",206.11404610069638
251107_232103_0000097235_CAM1_NG_bmp.rf.2247ce984c2c55c5dd109c09b50b7e09.jpg,incorrect qblock,6,#bfbfbf,191,191,191,"(346, 131, 358, 136)",188.79353802500762
251107_232103_0000097235_CAM1_NG_bmp.rf.2247ce984c2c55c5dd109c09b50b7e09.jpg,incorrect qblock,7,#afafaf,175,175,175,"(157, 133, 169, 137)",161.0807251039056
251107_232103_0000097235_CAM1_NG_bmp.rf.2247ce984c2c55c5dd109c09b50b7e09.jpg,incorrect qblock,8,#b6b6b6,182,182,182,"(252, 132, 264, 137)",173.20508075688772
251107_232103_0000097235_CAM1_NG_bmp.rf.2247ce984c2c55c5dd109c09b50b7e09.jpg,incorrect qblock,9,#c6c6c6,198,198,198,"(551, 167, 568, 176)",200.91789367798975
251107_232103_0000097235_CAM1_NG_bmp.rf.2247ce984c2c55c5dd109c09b50b7e09.jpg,incorrect qblock,10,#c5c5c5,197,197,197,"(536, 130, 549, 135)",199.18584287042088
251107_232103_0000097235_CAM1_NG_bmp.rf.2247ce984c2c55c5dd109c09b50b7e09.jpg,incorrect qblock,11,#b9b9b9,185,185,185,"(442, 131, 454, 136)",178.40123317959436
251010_114738_0000080381_CAM1_NG_bmp.rf.8220d6986c5e29e679c6b1a7b866419c.jpg,qblock,7,#555555,85,85,85,"(460, 289, 476, 298)",5.196152422706632
251010_114738_0000080381_CAM1_NG_bmp.rf.8220d6986c5e29e679c6b1a7b866419c.jpg,qblock,8,#696969,105,105,105,"(270, 289, 287, 299)",39.83716857408418
251010_114738_0000080381_CAM1_NG_bmp.rf.8220d6986c5e29e679c6b1a7b866419c.jpg,qblock,9,#5d5d5d,93,93,93,"(175, 290, 192, 299)",19.05255888325765
251010_114738_0000080381_CAM1_NG_bmp.rf.8220d6986c5e29e679c6b1a7b866419c.jpg,qblock,10,#595959,89,89,89,"(81, 290, 98, 299)",12.12435565298214
251010_114738_0000080381_CAM1_NG_bmp.rf.8220d6986c5e29e679c6b1a7b866419c.jpg,qblock,11,#646464,100,100,100,"(650, 287, 667, 296)",31.176914536239792
251010_114738_0000080381_CAM1_NG_bmp.rf.8220d6986c5e29e679c6b1a7b866419c.jpg,qblock,12,#8c8c8c,140,140,140,"(159, 25, 173, 34)",100.45894683899488
251010_114738_0000080381_CAM1_NG_bmp.rf.8220d6986c5e29e679c6b1a7b866419c.jpg,qblock,13,#686868,104,104,104,"(364, 289, 382, 298)",38.1051177665153
251010_114738_0000080381_CAM1_NG_bmp.rf.8220d6986c5e29e679c6b1a7b866419c.jpg,qblock,14,#5f5f5f,95,95,95,"(555, 288, 572, 297)",22.516660498395403
251010_114738_0000080381_CAM1_NG_bmp.rf.8220d6986c5e29e679c6b1a7b866419c.jpg,qblock,15,#838383,131,131,131,"(633, 23, 648, 30)",84.870489570875
251010_114738_0000080381_CAM1_NG_bmp.rf.8220d6986c5e29e679c6b1a7b866419c.jpg,qblock,16,#828282,130,130,130,"(538, 23, 552, 30)",83.13843876330611
251010_114738_0000080381_CAM1_NG_bmp.rf.8220d6986c5e29e679c6b1a7b866419c.jpg,qblock,17,#8d8d8d,141,141,141,"(443, 23, 458, 31)",102.19099764656376
251010_114738_0000080381_CAM1_NG_bmp.rf.8220d6986c5e29e679c6b1a7b866419c.jpg,qblock,18,#949494,148,148,148,"(348, 23, 363, 32)",114.3153532995459
251107_231853_0000096805_CAM1_NG_bmp.rf.8f5b0274ad24b6f7c17c301318edfb52.jpg,incorrect qblock,0,#b5b5b5,181,181,181,"(172, 171, 187, 180)",171.47302994931886
251107_231853_0000096805_CAM1_NG_bmp.rf.8f5b0274ad24b6f7c17c301318edfb52.jpg,incorrect qblock,1,#b4b4b4,180,180,180,"(266, 171, 281, 179)",169.74097914175
251107_231853_0000096805_CAM1_NG_bmp.rf.8f5b0274ad24b6f7c17c301318edfb52.jpg,incorrect qblock,2,#b9b9b9,185,185,185,"(362, 170, 376, 178)",178.40123317959436
251107_231853_0000096805_CAM1_NG_bmp.rf.8f5b0274ad24b6f7c17c301318edfb52.jpg,incorrect qblock,3,#b3b3b3,179,179,179,"(646, 168, 662, 176)",168.0089283341811
251107_231853_0000096805_CAM1_NG_bmp.rf.8f5b0274ad24b6f7c17c301318edfb52.jpg,incorrect qblock,4,#bebebe,190,190,190,"(456, 170, 472, 178)",187.06148721743875
251107_231853_0000096805_CAM1_NG_bmp.rf.8f5b0274ad24b6f7c17c301318edfb52.jpg,incorrect qblock,5,#b9b9b9,185,185,185,"(551, 169, 568, 177)",178.40123317959436
251107_231853_0000096805_CAM1_NG_bmp.rf.8f5b0274ad24b6f7c17c301318edfb52.jpg,incorrect qblock,6,#a9a9a9,169,169,169,"(78, 172, 93, 180)",150.68842025849233
251107_231853_0000096805_CAM1_NG_bmp.rf.8f5b0274ad24b6f7c17c301318edfb52.jpg,incorrect qblock,7,#b5b5b5,181,181,181,"(346, 133, 359, 137)",171.47302994931886
251107_231853_0000096805_CAM1_NG_bmp.rf.8f5b0274ad24b6f7c17c301318edfb52.jpg,incorrect qblock,8,#b0b0b0,176,176,176,"(632, 131, 644, 136)",162.81277591147446
251107_231853_0000096805_CAM1_NG_bmp.rf.8f5b0274ad24b6f7c17c301318edfb52.jpg,incorrect qblock,9,#bcbcbc,188,188,188,"(442, 132, 454, 137)",183.597385602301
251107_231853_0000096805_CAM1_NG_bmp.rf.8f5b0274ad24b6f7c17c301318edfb52.jpg,incorrect qblock,10,#b7b7b7,183,183,183,"(251, 133, 264, 138)",174.9371315644566
251107_231853_0000096805_CAM1_NG_bmp.rf.8f5b0274ad24b6f7c17c301318edfb52.jpg,incorrect qblock,11,#bdbdbd,189,189,189,"(537, 131, 549, 136)",185.32943640986986
251107_231853_0000096805_CAM1_NG_bmp.rf.8f5b0274ad24b6f7c17c301318edfb52.jpg,incorrect qblock,12,#b4b4b4,180,180,180,"(159, 360, 171, 366)",169.74097914175
251107_231853_0000096805_CAM1_NG_bmp.rf.8f5b0274ad24b6f7c17c301318edfb52.jpg,incorrect qblock,13,#bbbbbb,187,187,187,"(348, 360, 360, 365)",181.86533479473212
251107_231853_0000096805_CAM1_NG_bmp.rf.8f5b0274ad24b6f7c17c301318edfb52.jpg,incorrect qblock,14,#bbbbbb,187,187,187,"(538, 359, 551, 365)",181.86533479473212
251107_231853_0000096805_CAM1_NG_bmp.rf.8f5b0274ad24b6f7c17c301318edfb52.jpg,incorrect qblock,15,#b9b9b9,185,185,185,"(727, 131, 740, 136)",178.40123317959436
251015_020546_0000434654_CAM1_OK_bmp.rf.b53df37691e879b8b57d114730da221d.jpg,qblock,0,#555555,85,85,85,"(645, 59, 662, 68)",5.196152422706632
251015_020546_0000434654_CAM1_OK_bmp.rf.b53df37691e879b8b57d114730da221d.jpg,qblock,1,#484848,72,72,72,"(172, 288, 188, 297)",17.320508075688775
251015_020546_0000434654_CAM1_OK_bmp.rf.b53df37691e879b8b57d114730da221d.jpg,qblock,2,#464646,70,70,70,"(265, 62, 281, 70)",20.784609690826528
251015_020546_0000434654_CAM1_OK_bmp.rf.b53df37691e879b8b57d114730da221d.jpg,qblock,3,#505050,80,80,80,"(171, 62, 186, 71)",3.4641016151377544
251015_020546_0000434654_CAM1_OK_bmp.rf.b53df37691e879b8b57d114730da221d.jpg,qblock,4,#5d5d5d,93,93,93,"(550, 59, 567, 68)",19.05255888325765
251015_020546_0000434654_CAM1_OK_bmp.rf.b53df37691e879b8b57d114730da221d.jpg,qblock,5,#4e4e4e,78,78,78,"(646, 286, 662, 294)",6.928203230275509
251015_020546_0000434654_CAM1_OK_bmp.rf.b53df37691e879b8b57d114730da221d.jpg,qblock,6,#454545,69,69,69,"(77, 63, 92, 72)",22.516660498395403
251015_020546_0000434654_CAM1_OK_bmp.rf.b53df37691e879b8b57d114730da221d.jpg,qblock,8,#585858,88,88,88,"(266, 287, 282, 296)",10.392304845413264
