image_name,class_name,block_index,hex_color,r,g,b,coords
251107_232342_0000097765_CAM1_NG_bmp.rf.b37d0eb7ef75e2efb83e0e4c1f227c08.jpg,incorrect qblock,10,#bebebe,190,190,190,"(347, 132, 358, 137)"
251107_232342_0000097765_CAM1_NG_bmp.rf.b37d0eb7ef75e2efb83e0e4c1f227c08.jpg,incorrect qblock,11,#b9b9b9,185,185,185,"(727, 130, 739, 135)"
251107_232342_0000097765_CAM1_NG_bmp.rf.b37d0eb7ef75e2efb83e0e4c1f227c08.jpg,incorrect qblock,12,#ababab,171,171,171,"(158, 134, 169, 138)"
251107_232342_0000097765_CAM1_NG_bmp.rf.b37d0eb7ef75e2efb83e0e4c1f227c08.jpg,incorrect qblock,13,#bfbfbf,191,191,191,"(537, 131, 549, 136)"
251010_125702_0000080857_CAM1_NG_bmp.rf.a9b33dd13e5233c4af446b269fb98c10.jpg,qblock,3,#535353,83,83,83,"(647, 80, 664, 88)"
251010_125702_0000080857_CAM1_NG_bmp.rf.a9b33dd13e5233c4af446b269fb98c10.jpg,qblock,6,#494949,73,73,73,"(459, 310, 475, 318)"
251010_125702_0000080857_CAM1_NG_bmp.rf.a9b33dd13e5233c4af446b269fb98c10.jpg,qblock,7,#636363,99,99,99,"(268, 310, 285, 319)"
251010_125702_0000080857_CAM1_NG_bmp.rf.a9b33dd13e5233c4af446b269fb98c10.jpg,qblock,11,#585858,88,88,88,"(457, 81, 473, 89)"
251010_125702_0000080857_CAM1_NG_bmp.rf.a9b33dd13e5233c4af446b269fb98c10.jpg,qblock,12,#5b5b5b,91,91,91,"(267, 82, 283, 91)"
251010_125702_0000080857_CAM1_NG_bmp.rf.a9b33dd13e5233c4af446b269fb98c10.jpg,qblock,13,#5a5a5a,90,90,90,"(363, 310, 380, 318)"
251010_125702_0000080857_CAM1_NG_bmp.rf.a9b33dd13e5233c4af446b269fb98c10.jpg,qblock,14,#595959,89,89,89,"(649, 308, 665, 316)"
251010_125702_0000080857_CAM1_NG_bmp.rf.a9b33dd13e5233c4af446b269fb98c10.jpg,qblock,16,#515151,81,81,81,"(554, 309, 570, 317)"
251010_125702_0000080857_CAM1_NG_bmp.rf.a9b33dd13e5233c4af446b269fb98c10.jpg,qblock,17,#5b5b5b,91,91,91,"(552, 80, 568, 89)"
251010_125702_0000080857_CAM1_NG_bmp.rf.a9b33dd13e5233c4af446b269fb98c10.jpg,qblock,18,#5e5e5e,94,94,94,"(362, 81, 378, 90)"
251010_125702_0000080857_CAM1_NG_bmp.rf.a9b33dd13e5233c4af446b269fb98c10.jpg,qblock,22,#5c5c5c,92,92,92,"(172, 83, 188, 92)"
251010_125702_0000080857_CAM1_NG_bmp.rf.a9b33dd13e5233c4af446b269fb98c10.jpg,qblock,24,#4e4e4e,78,78,78,"(174, 311, 190, 319)"
251010_125702_0000080857_CAM1_NG_bmp.rf.a9b33dd13e5233c4af446b269fb98c10.jpg,qblock,25,#444444,68,68,68,"(80, 311, 96, 319)"
251010_125702_0000080857_CAM1_NG_bmp.rf.a9b33dd13e5233c4af446b269fb98c10.jpg,qblock,26,#474747,71,71,71,"(79, 84, 95, 93)"
251010_125629_0000080742_CAM1_NG_bmp.rf.42bdcc4beff6c80adf09aa4c36573c8c.jpg,qblock,3,#5c5c5c,92,92,92,"(268, 318, 285, 326)"
251010_125629_0000080742_CAM1_NG_bmp.rf.42bdcc4beff6c80adf09aa4c36573c8c.jpg,qblock,4,#5d5d5d,93,93,93,"(267, 90, 283, 99)"
251010_125629_0000080742_CAM1_NG_bmp.rf.42bdcc4beff6c80adf09aa4c36573c8c.jpg,qblock,5,#545454,84,84,84,"(647, 88, 664, 96)"
251010_125629_0000080742_CAM1_NG_bmp.rf.42bdcc4beff6c80adf09aa4c36573c8c.jpg,qblock,8,#595959,89,89,89,"(457, 89, 473, 97)"
251010_125629_0000080742_CAM1_NG_bmp.rf.42bdcc4beff6c80adf09aa4c36573c8c.jpg,qblock,11,#515151,81,81,81,"(362, 90, 378, 98)"
251010_125629_0000080742_CAM1_NG_bmp.rf.42bdcc4beff6c80adf09aa4c36573c8c.jpg,qblock,12,#545454,84,84,84,"(459, 317, 475, 325)"
251010_125629_0000080742_CAM1_NG_bmp.rf.42bdcc4beff6c80adf09aa4c36573c8c.jpg,qblock,13,#5c5c5c,92,92,92,"(552, 88, 568, 97)"
251010_125629_0000080742_CAM1_NG_bmp.rf.42bdcc4beff6c80adf09aa4c36573c8c.jpg,qblock,15,#616161,97,97,97,"(363, 317, 380, 326)"
251010_125629_0000080742_CAM1_NG_bmp.rf.42bdcc4beff6c80adf09aa4c36573c8c.jpg,qblock,18,#545454,84,84,84,"(173, 91, 188, 100)"
251010_125629_0000080742_CAM1_NG_bmp.rf.42bdcc4beff6c80adf09aa4c36573c8c.jpg,qblock,19,#575757,87,87,87,"(174, 318, 190, 327)"
251010_125629_0000080742_CAM1_NG_bmp.rf.42bdcc4beff6c80adf09aa4c36573c8c.jpg,qblock,22,#484848,72,72,72,"(79, 92, 95, 101)"
251010_125629_0000080742_CAM1_NG_bmp.rf.42bdcc4beff6c80adf09aa4c36573c8c.jpg,qblock,23,#3f3f3f,63,63,63,"(80, 319, 96, 327)"
251107_232111_0000097264_CAM1_NG_bmp.rf.c43cce8052aaa7de0bf4a07fcd9876d9.jpg,incorrect qblock,0,#b4b4b4,180,180,180,"(266, 170, 281, 178)"
251107_232111_0000097264_CAM1_NG_bmp.rf.c43cce8052aaa7de0bf4a07fcd9876d9.jpg,incorrect qblock,1,#b4b4b4,180,180,180,"(646, 167, 662, 176)"
251107_232111_0000097264_CAM1_NG_bmp.rf.c43cce8052aaa7de0bf4a07fcd9876d9.jpg,incorrect qblock,2,#b6b6b6,182,182,182,"(172, 170, 187, 178)"
251107_232111_0000097264_CAM1_NG_bmp.rf.c43cce8052aaa7de0bf4a07fcd9876d9.jpg,incorrect qblock,3,#a6a6a6,166,166,166,"(77, 171, 93, 180)"
251107_232111_0000097264_CAM1_NG_bmp.rf.c43cce8052aaa7de0bf4a07fcd9876d9.jpg,incorrect qblock,4,#bbbbbb,187,187,187,"(552, 168, 568, 176)"
251107_232111_0000097264_CAM1_NG_bmp.rf.c43cce8052aaa7de0bf4a07fcd9876d9.jpg,incorrect qblock,5,#b6b6b6,182,182,182,"(632, 130, 644, 135)"
251107_232111_0000097264_CAM1_NG_bmp.rf.c43cce8052aaa7de0bf4a07fcd9876d9.jpg,incorrect qblock,6,#bebebe,190,190,190,"(361, 169, 376, 177)"
251107_232111_0000097264_CAM1_NG_bmp.rf.c43cce8052aaa7de0bf4a07fcd9876d9.jpg,incorrect qblock,7,#c0c0c0,192,192,192,"(456, 169, 472, 176)"
251107_232111_0000097264_CAM1_NG_bmp.rf.c43cce8052aaa7de0bf4a07fcd9876d9.jpg,incorrect qblock,8,#b5b5b5,181,181,181,"(251, 133, 263, 137)"
251107_232111_0000097264_CAM1_NG_bmp.rf.c43cce8052aaa7de0bf4a07fcd9876d9.jpg,incorrect qblock,9,#b4b4b4,180,180,180,"(157, 133, 169, 138)"
251107_232111_0000097264_CAM1_NG_bmp.rf.c43cce8052aaa7de0bf4a07fcd9876d9.jpg,incorrect qblock,10,#bdbdbd,189,189,189,"(441, 132, 454, 136)"
251107_232111_0000097264_CAM1_NG_bmp.rf.c43cce8052aaa7de0bf4a07fcd9876d9.jpg,incorrect qblock,11,#bababa,186,186,186,"(347, 132, 358, 136)"
251107_232111_0000097264_CAM1_NG_bmp.rf.c43cce8052aaa7de0bf4a07fcd9876d9.jpg,incorrect qblock,12,#c1c1c1,193,193,193,"(536, 131, 549, 136)"
251107_232111_0000097264_CAM1_NG_bmp.rf.c43cce8052aaa7de0bf4a07fcd9876d9.jpg,incorrect qblock,13,#b9b9b9,185,185,185,"(727, 130, 739, 135)"
251107_232048_0000097186_CAM1_NG_bmp.rf.8206efdfa65d9682080ff04229bdbc25.jpg,incorrect qblock,0,#b2b2b2,178,178,178,"(646, 167, 662, 175)"
251107_232048_0000097186_CAM1_NG_bmp.rf.8206efdfa65d9682080ff04229bdbc25.jpg,incorrect qblock,1,#b1b1b1,177,177,177,"(266, 170, 281, 178)"
251107_232048_0000097186_CAM1_NG_bmp.rf.8206efdfa65d9682080ff04229bdbc25.jpg,incorrect qblock,2,#b0b0b0,176,176,176,"(172, 170, 187, 178)"
251107_232048_0000097186_CAM1_NG_bmp.rf.8206efdfa65d9682080ff04229bdbc25.jpg,incorrect qblock,3,#a1a1a1,161,161,161,"(77, 171, 93, 179)"
251107_232048_0000097186_CAM1_NG_bmp.rf.8206efdfa65d9682080ff04229bdbc25.jpg,incorrect qblock,4,#c0c0c0,192,192,192,"(456, 168, 472, 176)"
251107_232048_0000097186_CAM1_NG_bmp.rf.8206efdfa65d9682080ff04229bdbc25.jpg,incorrect qblock,5,#bfbfbf,191,191,191,"(551, 167, 568, 176)"
251107_232048_0000097186_CAM1_NG_bmp.rf.8206efdfa65d9682080ff04229bdbc25.jpg,incorrect qblock,6,#b8b8b8,184,184,184,"(252, 132, 263, 136)"
251107_232048_0000097186_CAM1_NG_bmp.rf.8206efdfa65d9682080ff04229bdbc25.jpg,incorrect qblock,7,#b8b8b8,184,184,184,"(361, 169, 376, 177)"
251107_232048_0000097186_CAM1_NG_bmp.rf.8206efdfa65d9682080ff04229bdbc25.jpg,incorrect qblock,8,#b4b4b4,180,180,180,"(157, 133, 169, 138)"
251107_232048_0000097186_CAM1_NG_bmp.rf.8206efdfa65d9682080ff04229bdbc25.jpg,incorrect qblock,9,#c4c4c4,196,196,196,"(441, 131, 454, 135)"
251107_232048_0000097186_CAM1_NG_bmp.rf.8206efdfa65d9682080ff04229bdbc25.jpg,incorrect qblock,10,#b9b9b9,185,185,185,"(346, 132, 359, 136)"
251107_232048_0000097186_CAM1_NG_bmp.rf.8206efdfa65d9682080ff04229bdbc25.jpg,incorrect qblock,11,#b2b2b2,178,178,178,"(632, 130, 644, 135)"
251107_232048_0000097186_CAM1_NG_bmp.rf.8206efdfa65d9682080ff04229bdbc25.jpg,incorrect qblock,12,#c1c1c1,193,193,193,"(727, 129, 739, 134)"
251107_232048_0000097186_CAM1_NG_bmp.rf.8206efdfa65d9682080ff04229bdbc25.jpg,incorrect qblock,13,#bfbfbf,191,191,191,"(537, 130, 549, 136)"
251107_231715_0000096480_CAM1_NG_bmp.rf.5293efba98b2f6b2926c5fba7f26c2f0.jpg,incorrect qblock,0,#b3b3b3,179,179,179,"(646, 166, 662, 175)"
251107_231715_0000096480_CAM1_NG_bmp.rf.5293efba98b2f6b2926c5fba7f26c2f0.jpg,incorrect qblock,1,#bdbdbd,189,189,189,"(456, 168, 472, 175)"
251107_231715_0000096480_CAM1_NG_bmp.rf.5293efba98b2f6b2926c5fba7f26c2f0.jpg,incorrect qblock,2,#afafaf,175,175,175,"(266, 169, 281, 177)"
251107_231715_0000096480_CAM1_NG_bmp.rf.5293efba98b2f6b2926c5fba7f26c2f0.jpg,incorrect qblock,3,#9a9a9a,154,154,154,"(77, 170, 93, 178)"
251107_231715_0000096480_CAM1_NG_bmp.rf.5293efba98b2f6b2926c5fba7f26c2f0.jpg,incorrect qblock,4,#afafaf,175,175,175,"(172, 169, 187, 178)"
251107_231715_0000096480_CAM1_NG_bmp.rf.5293efba98b2f6b2926c5fba7f26c2f0.jpg,incorrect qblock,5,#b5b5b5,181,181,181,"(727, 129, 739, 134)"
251107_231715_0000096480_CAM1_NG_bmp.rf.5293efba98b2f6b2926c5fba7f26c2f0.jpg,incorrect qblock,6,#a9a9a9,169,169,169,"(251, 132, 264, 136)"
251107_231715_0000096480_CAM1_NG_bmp.rf.5293efba98b2f6b2926c5fba7f26c2f0.jpg,incorrect qblock,7,#a6a6a6,166,166,166,"(157, 132, 169, 137)"
251107_231715_0000096480_CAM1_NG_bmp.rf.5293efba98b2f6b2926c5fba7f26c2f0.jpg,incorrect qblock,8,#b6b6b6,182,182,182,"(552, 167, 568, 175)"
251107_231715_0000096480_CAM1_NG_bmp.rf.5293efba98b2f6b2926c5fba7f26c2f0.jpg,incorrect qblock,9,#bababa,186,186,186,"(361, 168, 376, 176)"
251107_231715_0000096480_CAM1_NG_bmp.rf.5293efba98b2f6b2926c5fba7f26c2f0.jpg,incorrect qblock,10,#b5b5b5,181,181,181,"(346, 131, 359, 135)"
251015_020247_0000434147_CAM1_OK_bmp.rf.61b9442193e145039dac13f3b7a98360.jpg,qblock,2,#555555,85,85,85,"(645, 59, 661, 68)"
251015_020247_0000434147_CAM1_OK_bmp.rf.61b9442193e145039dac13f3b7a98360.jpg,qblock,3,#4e4e4e,78,78,78,"(646, 287, 662, 295)"
251015_020247_0000434147_CAM1_OK_bmp.rf.61b9442193e145039dac13f3b7a98360.jpg,qblock,6,#4a4a4a,74,74,74,"(266, 289, 282, 297)"
251015_020247_0000434147_CAM1_OK_bmp.rf.61b9442193e145039dac13f3b7a98360.jpg,qblock,7,#545454,84,84,84,"(171, 62, 186, 71)"
251015_020247_0000434147_CAM1_OK_bmp.rf.61b9442193e145039dac13f3b7a98360.jpg,qblock,9,#5d5d5d,93,93,93,"(265, 61, 281, 71)"
251015_020247_0000434147_CAM1_OK_bmp.rf.61b9442193e145039dac13f3b7a98360.jpg,qblock,10,#606060,96,96,96,"(550, 59, 567, 68)"
251015_020247_0000434147_CAM1_OK_bmp.rf.61b9442193e145039dac13f3b7a98360.jpg,qblock,11,#4c4c4c,76,76,76,"(456, 288, 472, 296)"
251015_020247_0000434147_CAM1_OK_bmp.rf.61b9442193e145039dac13f3b7a98360.jpg,qblock,12,#515151,81,81,81,"(361, 288, 377, 297)"
251015_020247_0000434147_CAM1_OK_bmp.rf.61b9442193e145039dac13f3b7a98360.jpg,qblock,14,#484848,72,72,72,"(172, 289, 188, 298)"
251015_020247_0000434147_CAM1_OK_bmp.rf.61b9442193e145039dac13f3b7a98360.jpg,qblock,15,#4f4f4f,79,79,79,"(360, 61, 376, 70)"
251015_020247_0000434147_CAM1_OK_bmp.rf.61b9442193e145039dac13f3b7a98360.jpg,qblock,16,#393939,57,57,57,"(77, 64, 92, 72)"
251015_020247_0000434147_CAM1_OK_bmp.rf.61b9442193e145039dac13f3b7a98360.jpg,qblock,17,#565656,86,86,86,"(455, 60, 471, 69)"
251015_020247_0000434147_CAM1_OK_bmp.rf.61b9442193e145039dac13f3b7a98360.jpg,qblock,18,#404040,64,64,64,"(77, 289, 93, 298)"
251015_020247_0000434147_CAM1_OK_bmp.rf.61b9442193e145039dac13f3b7a98360.jpg,qblock,22,#555555,85,85,85,"(551, 287, 568, 296)"
251010_125626_0000080734_CAM1_NG_bmp.rf.c5044ec7982ee5beccc0cf361c8407ba.jpg,qblock,3,#4b4b4b,75,75,75,"(649, 322, 665, 330)"
251010_125626_0000080734_CAM1_NG_bmp.rf.c5044ec7982ee5beccc0cf361c8407ba.jpg,qblock,5,#4e4e4e,78,78,78,"(267, 98, 283, 106)"
251010_125626_0000080734_CAM1_NG_bmp.rf.c5044ec7982ee5beccc0cf361c8407ba.jpg,qblock,9,#4e4e4e,78,78,78,"(269, 324, 285, 332)"
251010_125626_0000080734_CAM1_NG_bmp.rf.c5044ec7982ee5beccc0cf361c8407ba.jpg,qblock,10,#505050,80,80,80,"(459, 323, 475, 331)"
251010_125626_0000080734_CAM1_NG_bmp.rf.c5044ec7982ee5beccc0cf361c8407ba.jpg,qblock,11,#545454,84,84,84,"(554, 322, 570, 331)"
251010_125626_0000080734_CAM1_NG_bmp.rf.c5044ec7982ee5beccc0cf361c8407ba.jpg,qblock,12,#474747,71,71,71,"(364, 324, 380, 332)"
251010_125626_0000080734_CAM1_NG_bmp.rf.c5044ec7982ee5beccc0cf361c8407ba.jpg,qblock,13,#545454,84,84,84,"(362, 97, 378, 105)"
251010_125626_0000080734_CAM1_NG_bmp.rf.c5044ec7982ee5beccc0cf361c8407ba.jpg,qblock,15,#464646,70,70,70,"(173, 99, 188, 107)"
251010_125626_0000080734_CAM1_NG_bmp.rf.c5044ec7982ee5beccc0cf361c8407ba.jpg,qblock,16,#585858,88,88,88,"(458, 96, 474, 104)"
251010_125626_0000080734_CAM1_NG_bmp.rf.c5044ec7982ee5beccc0cf361c8407ba.jpg,qblock,18,#606060,96,96,96,"(648, 94, 664, 103)"
251010_125626_0000080734_CAM1_NG_bmp.rf.c5044ec7982ee5beccc0cf361c8407ba.jpg,qblock,19,#525252,82,82,82,"(174, 324, 190, 333)"
251010_125626_0000080734_CAM1_NG_bmp.rf.c5044ec7982ee5beccc0cf361c8407ba.jpg,qblock,21,#434343,67,67,67,"(81, 324, 96, 333)"
251010_125626_0000080734_CAM1_NG_bmp.rf.c5044ec7982ee5beccc0cf361c8407ba.jpg,qblock,23,#464646,70,70,70,"(79, 99, 95, 108)"
251107_232342_0000097764_CAM1_NG_bmp.rf.26a562fd2896d1db5886e234874d13dc.jpg,incorrect qblock,0,#b8b8b8,184,184,184,"(646, 167, 662, 175)"
251107_232342_0000097764_CAM1_NG_bmp.rf.26a562fd2896d1db5886e234874d13dc.jpg,incorrect qblock,1,#afafaf,175,175,175,"(266, 170, 281, 178)"
251107_232342_0000097764_CAM1_NG_bmp.rf.26a562fd2896d1db5886e234874d13dc.jpg,incorrect qblock,2,#a5a5a5,165,165,165,"(77, 171, 93, 179)"
251107_232342_0000097764_CAM1_NG_bmp.rf.26a562fd2896d1db5886e234874d13dc.jpg,incorrect qblock,3,#aeaeae,174,174,174,"(172, 170, 187, 178)"
251107_232342_0000097764_CAM1_NG_bmp.rf.26a562fd2896d1db5886e234874d13dc.jpg,incorrect qblock,4,#c2c2c2,194,194,194,"(551, 167, 568, 176)"
251107_232342_0000097764_CAM1_NG_bmp.rf.26a562fd2896d1db5886e234874d13dc.jpg,incorrect qblock,5,#c1c1c1,193,193,193,"(456, 168, 472, 176)"
251107_232342_0000097764_CAM1_NG_bmp.rf.26a562fd2896d1db5886e234874d13dc.jpg,incorrect qblock,6,#b9b9b9,185,185,185,"(251, 132, 264, 137)"
251107_232342_0000097764_CAM1_NG_bmp.rf.26a562fd2896d1db5886e234874d13dc.jpg,incorrect qblock,7,#adadad,173,173,173,"(157, 133, 169, 137)"
251107_232342_0000097764_CAM1_NG_bmp.rf.26a562fd2896d1db5886e234874d13dc.jpg,incorrect qblock,8,#b8b8b8,184,184,184,"(361, 169, 376, 177)"
251107_232342_0000097764_CAM1_NG_bmp.rf.26a562fd2896d1db5886e234874d13dc.jpg,incorrect qblock,9,#b8b8b8,184,184,184,"(346, 132, 359, 136)"
251107_232342_0000097764_CAM1_NG_bmp.rf.26a562fd2896d1db5886e234874d13dc.jpg,incorrect qblock,10,#c1c1c1,193,193,193,"(441, 131, 454, 135)"
251107_232342_0000097764_CAM1_NG_bmp.rf.26a562fd2896d1db5886e234874d13dc.jpg,incorrect qblock,11,#b1b1b1,177,177,177,"(632, 130, 644, 135)"
251107_232342_0000097764_CAM1_NG_bmp.rf.26a562fd2896d1db5886e234874d13dc.jpg,incorrect qblock,12,#bbbbbb,187,187,187,"(727, 129, 739, 134)"
251107_232342_0000097764_CAM1_NG_bmp.rf.26a562fd2896d1db5886e234874d13dc.jpg,incorrect qblock,13,#c4c4c4,196,196,196,"(536, 130, 549, 135)"
251010_070235_0000043622_CAM1_NG_bmp.rf.66266a433650b7311f273fdbd3d796f7.jpg,qblock,1,#565656,86,86,86,"(648, 61, 665, 70)"
251010_070235_0000043622_CAM1_NG_bmp.rf.66266a433650b7311f273fdbd3d796f7.jpg,qblock,6,#5a5a5a,90,90,90,"(268, 63, 284, 72)"
251010_070235_0000043622_CAM1_NG_bmp.rf.66266a433650b7311f273fdbd3d796f7.jpg,qblock,7,#565656,86,86,86,"(458, 62, 474, 71)"
251010_070235_0000043622_CAM1_NG_bmp.rf.66266a433650b7311f273fdbd3d796f7.jpg,qblock,10,#4e4e4e,78,78,78,"(555, 289, 571, 298)"
251010_070235_0000043622_CAM1_NG_bmp.rf.66266a433650b7311f273fdbd3d796f7.jpg,qblock,11,#555555,85,85,85,"(364, 290, 381, 299)"
251010_070235_0000043622_CAM1_NG_bmp.rf.66266a433650b7311f273fdbd3d796f7.jpg,qblock,12,#454545,69,69,69,"(554, 62, 570, 70)"
251010_070235_0000043622_CAM1_NG_bmp.rf.66266a433650b7311f273fdbd3d796f7.jpg,qblock,13,#5e5e5e,94,94,94,"(363, 62, 379, 71)"
251010_070235_0000043622_CAM1_NG_bmp.rf.66266a433650b7311f273fdbd3d796f7.jpg,qblock,14,#454545,69,69,69,"(650, 289, 666, 297)"
251010_070235_0000043622_CAM1_NG_bmp.rf.66266a433650b7311f273fdbd3d796f7.jpg,qblock,15,#464646,70,70,70,"(460, 290, 476, 298)"
251010_070235_0000043622_CAM1_NG_bmp.rf.66266a433650b7311f273fdbd3d796f7.jpg,qblock,16,#5d5d5d,93,93,93,"(269, 290, 286, 299)"
251010_070235_0000043622_CAM1_NG_bmp.rf.66266a433650b7311f273fdbd3d796f7.jpg,qblock,19,#494949,73,73,73,"(175, 291, 191, 299)"
251010_070235_0000043622_CAM1_NG_bmp.rf.66266a433650b7311f273fdbd3d796f7.jpg,qblock,23,#545454,84,84,84,"(174, 64, 190, 73)"
251010_070220_0000043571_CAM1_NG_bmp.rf.bbb63162b83f56b9e44149c6afce8ec1.jpg,qblock,0,#525252,82,82,82,"(648, 62, 665, 70)"
251010_070220_0000043571_CAM1_NG_bmp.rf.bbb63162b83f56b9e44149c6afce8ec1.jpg,qblock,8,#515151,81,81,81,"(458, 63, 475, 71)"
251010_070220_0000043571_CAM1_NG_bmp.rf.bbb63162b83f56b9e44149c6afce8ec1.jpg,qblock,9,#565656,86,86,86,"(268, 64, 284, 73)"
251010_070220_0000043571_CAM1_NG_bmp.rf.bbb63162b83f56b9e44149c6afce8ec1.jpg,qblock,10,#4c4c4c,76,76,76,"(364, 290, 381, 298)"
251010_070220_0000043571_CAM1_NG_bmp.rf.bbb63162b83f56b9e44149c6afce8ec1.jpg,qblock,11,#444444,68,68,68,"(555, 289, 571, 297)"
251010_070220_0000043571_CAM1_NG_bmp.rf.bbb63162b83f56b9e44149c6afce8ec1.jpg,qblock,12,#4e4e4e,78,78,78,"(650, 288, 666, 296)"
251010_070220_0000043571_CAM1_NG_bmp.rf.bbb63162b83f56b9e44149c6afce8ec1.jpg,qblock,13,#535353,83,83,83,"(554, 62, 570, 71)"
251010_070220_0000043571_CAM1_NG_bmp.rf.bbb63162b83f56b9e44149c6afce8ec1.jpg,qblock,14,#595959,89,89,89,"(363, 63, 379, 72)"
251010_070220_0000043571_CAM1_NG_bmp.rf.bbb63162b83f56b9e44149c6afce8ec1.jpg,qblock,15,#545454,84,84,84,"(269, 290, 286, 299)"
251010_070220_0000043571_CAM1_NG_bmp.rf.bbb63162b83f56b9e44149c6afce8ec1.jpg,qblock,17,#4f4f4f,79,79,79,"(175, 290, 191, 299)"
251010_070220_0000043571_CAM1_NG_bmp.rf.bbb63162b83f56b9e44149c6afce8ec1.jpg,qblock,18,#4c4c4c,76,76,76,"(460, 289, 476, 298)"
251010_070220_0000043571_CAM1_NG_bmp.rf.bbb63162b83f56b9e44149c6afce8ec1.jpg,qblock,24,#4e4e4e,78,78,78,"(174, 65, 190, 74)"
251107_232041_0000097165_CAM1_NG_bmp.rf.d812e1056224109481465630875c104e.jpg,incorrect qblock,0,#b6b6b6,182,182,182,"(646, 167, 662, 175)"
251107_232041_0000097165_CAM1_NG_bmp.rf.d812e1056224109481465630875c104e.jpg,incorrect qblock,1,#b3b3b3,179,179,179,"(266, 170, 281, 178)"
251107_232041_0000097165_CAM1_NG_bmp.rf.d812e1056224109481465630875c104e.jpg,incorrect qblock,2,#b2b2b2,178,178,178,"(172, 170, 187, 178)"
251107_232041_0000097165_CAM1_NG_bmp.rf.d812e1056224109481465630875c104e.jpg,incorrect qblock,3,#a2a2a2,162,162,162,"(77, 171, 93, 180)"
251107_232041_0000097165_CAM1_NG_bmp.rf.d812e1056224109481465630875c104e.jpg,incorrect qblock,4,#bfbfbf,191,191,191,"(551, 168, 568, 176)"
251107_232041_0000097165_CAM1_NG_bmp.rf.d812e1056224109481465630875c104e.jpg,incorrect qblock,5,#bfbfbf,191,191,191,"(456, 169, 472, 176)"
251107_232041_0000097165_CAM1_NG_bmp.rf.d812e1056224109481465630875c104e.jpg,incorrect qblock,6,#bdbdbd,189,189,189,"(361, 169, 376, 177)"
251107_232041_0000097165_CAM1_NG_bmp.rf.d812e1056224109481465630875c104e.jpg,incorrect qblock,7,#b4b4b4,180,180,180,"(251, 132, 263, 137)"
251107_232041_0000097165_CAM1_NG_bmp.rf.d812e1056224109481465630875c104e.jpg,incorrect qblock,8,#b5b5b5,181,181,181,"(346, 132, 358, 136)"
251107_232041_0000097165_CAM1_NG_bmp.rf.d812e1056224109481465630875c104e.jpg,incorrect qblock,9,#adadad,173,173,173,"(157, 133, 169, 138)"
251107_232041_0000097165_CAM1_NG_bmp.rf.d812e1056224109481465630875c104e.jpg,incorrect qblock,10,#c2c2c2,194,194,194,"(441, 131, 454, 135)"
251107_232041_0000097165_CAM1_NG_bmp.rf.d812e1056224109481465630875c104e.jpg,incorrect qblock,11,#b2b2b2,178,178,178,"(632, 130, 644, 135)"
251107_232041_0000097165_CAM1_NG_bmp.rf.d812e1056224109481465630875c104e.jpg,incorrect qblock,12,#bfbfbf,191,191,191,"(537, 130, 549, 136)"
251107_232041_0000097165_CAM1_NG_bmp.rf.d812e1056224109481465630875c104e.jpg,incorrect qblock,13,#b7b7b7,183,183,183,"(727, 130, 739, 135)"
251107_232306_0000097645_CAM1_NG_bmp.rf.e8bdcbf23d7ffec7093ddef58b464c03.jpg,incorrect qblock,0,#b4b4b4,180,180,180,"(646, 167, 662, 176)"
251107_232306_0000097645_CAM1_NG_bmp.rf.e8bdcbf23d7ffec7093ddef58b464c03.jpg,incorrect qblock,1,#b3b3b3,179,179,179,"(266, 170, 281, 178)"
251107_232306_0000097645_CAM1_NG_bmp.rf.e8bdcbf23d7ffec7093ddef58b464c03.jpg,incorrect qblock,2,#afafaf,175,175,175,"(172, 171, 187, 179)"
251107_232306_0000097645_CAM1_NG_bmp.rf.e8bdcbf23d7ffec7093ddef58b464c03.jpg,incorrect qblock,3,#bdbdbd,189,189,189,"(551, 168, 568, 176)"
251107_232306_0000097645_CAM1_NG_bmp.rf.e8bdcbf23d7ffec7093ddef58b464c03.jpg,incorrect qblock,4,#aaaaaa,170,170,170,"(77, 171, 93, 180)"
251107_232306_0000097645_CAM1_NG_bmp.rf.e8bdcbf23d7ffec7093ddef58b464c03.jpg,incorrect qblock,5,#b6b6b6,182,182,182,"(361, 170, 376, 177)"
251107_232306_0000097645_CAM1_NG_bmp.rf.e8bdcbf23d7ffec7093ddef58b464c03.jpg,incorrect qblock,6,#b7b7b7,183,183,183,"(251, 132, 263, 137)"
251107_232306_0000097645_CAM1_NG_bmp.rf.e8bdcbf23d7ffec7093ddef58b464c03.jpg,incorrect qblock,7,#c0c0c0,192,192,192,"(456, 169, 472, 177)"
251107_232306_0000097645_CAM1_NG_bmp.rf.e8bdcbf23d7ffec7093ddef58b464c03.jpg,incorrect qblock,8,#c1c1c1,193,193,193,"(441, 131, 454, 136)"
251107_232306_0000097645_CAM1_NG_bmp.rf.e8bdcbf23d7ffec7093ddef58b464c03.jpg,incorrect qblock,9,#acacac,172,172,172,"(157, 133, 169, 138)"
251107_232306_0000097645_CAM1_NG_bmp.rf.e8bdcbf23d7ffec7093ddef58b464c03.jpg,incorrect qblock,10,#b8b8b8,184,184,184,"(346, 132, 358, 136)"
251107_232306_0000097645_CAM1_NG_bmp.rf.e8bdcbf23d7ffec7093ddef58b464c03.jpg,incorrect qblock,11,#adadad,173,173,173,"(632, 130, 644, 135)"
